participant_id,age,age_20_or_above,gender,race_ethnicity,first_generation,family_income_bracket,pell_grant,loan_status,dependent_care,institution_control,institution_selectivity,tuition_fees_thousand,major_group,commute_minutes,hs_gpa,english_proficiency,remedial_coursework,enrollment_status,enrollment_units,credits_attempted,credits_earned,course_completion_rate,off_campus_work_hours,high_work_intensity,oncampus_work_hours,total_work_hours,job_related_to_major,schedule_variability,schedule_control,study_hours_per_week,sleep_hours,fin_strain_pay_tuition,fin_strain_living_costs,fin_strain_food_housing,fin_strain_need_work_income,engage_study_effort,engage_class_attendance,engage_class_participation,engage_faculty_contact,engage_peer_learning,support_advising_quality,support_faculty_care,support_belonging,support_resource_use,efficacy_manage_time,efficacy_complete_assignments,efficacy_ask_for_help,efficacy_recover_setbacks,work_conflict_missed_study,work_conflict_schedule_overlap,work_conflict_tired_in_class,work_conflict_missed_campus,work_value_applies_learning,work_value_career_skills,work_value_professional_network,work_value_motivation,wellbeing_stress,wellbeing_exhaustion,wellbeing_sleep_problems,wellbeing_overwhelmed,financial_strain_index,academic_engagement_index,institution_support_index,self_efficacy_index,work_academic_conflict_index,work_career_value_index,mental_strain_index,term_gpa,cumulative_gpa,persistence_score,enrolled_next_year,not_persisted
474,20,1,man,hispanic_latino,1,middle,0,1,0,private_for_profit,moderately_selective,8.5,business,18,2.48,2.94,0,full_time,14.9,14.9,13.8,0.924,16,0,8,24,0,2,4,18.6,6.3,3,2,3,1,5,3,3,4,4,5,3,4,2,2,4,3,2,1,1,2,3,1,3,4,4,4,2,2,2,2.25,3.8,3.5,2.75,1.75,3.0,2.5,2.97,2.71,3.34,1,0
475,24,1,man,black,0,low,0,1,0,public,minimally_selective,4.5,business,33,2.27,3.98,0,full_time,13.0,13.0,10.8,0.831,15,0,0,15,0,2,2,8.7,6.2,3,3,3,3,3,4,4,5,5,3,4,5,3,4,3,3,1,2,3,2,2,3,2,1,3,3,5,3,3,3.0,4.2,3.75,2.75,2.25,2.25,3.5,1.95,2.29,3.35,1,0
476,24,1,woman,white,1,low,1,1,0,public,open_access,3.1,arts_humanities,90,4.0,5.0,0,full_time,11.9,11.9,8.9,0.751,37,1,0,37,0,3,2,9.9,6.3,3,5,3,4,4,3,2,2,2,1,1,3,1,5,4,5,5,5,5,5,3,2,2,2,2,4,4,5,5,3.75,2.6,1.5,4.75,4.5,2.0,4.5,2.72,2.89,3.07,1,0
477,28,1,man,white,0,high,0,0,0,public,highly_selective,9.8,health,44,2.91,4.34,0,full_time,16.9,16.9,15.0,0.889,21,1,0,21,1,4,3,7.1,5.7,4,3,4,2,3,3,3,4,4,4,3,2,4,3,3,4,4,4,2,2,2,3,4,2,3,3,5,3,4,3.25,3.4,3.25,3.5,2.5,3.0,3.75,3.01,3.34,4.01,1,0
478,19,0,man,white,0,middle,0,1,0,public,moderately_selective,8.0,arts_humanities,31,2.35,3.73,0,part_time,10.7,10.7,8.0,0.746,41,1,0,41,1,4,5,11.0,6.0,5,5,4,4,2,4,5,2,4,3,2,5,4,5,3,4,3,3,4,4,4,4,2,3,1,3,3,4,4,4.5,3.4,3.5,3.75,3.75,2.5,3.5,2.47,2.35,3.22,1,0
479,30,1,woman,hispanic_latino,0,middle,0,0,0,public,open_access,5.8,social_science,52,2.9,3.32,0,full_time,10.0,10.0,8.2,0.816,28,1,0,28,0,3,2,10.2,7.0,2,1,2,1,4,4,3,4,2,1,2,4,3,3,3,3,3,4,5,3,4,5,2,3,3,2,2,2,1,1.5,3.4,2.5,3.0,4.0,3.25,1.75,2.84,2.99,3.87,1,0
480,18,0,woman,black,1,low,0,1,0,public,highly_selective,7.8,stem,47,3.61,4.3,0,full_time,14.3,14.3,12.1,0.848,26,1,0,26,0,2,2,15.4,5.7,5,4,4,4,3,4,4,3,3,1,2,1,1,5,5,5,5,2,4,4,3,3,3,3,1,4,4,4,4,4.25,3.4,1.25,5.0,3.25,2.5,4.0,3.32,3.72,3.53,1,0
481,20,1,woman,white,0,high,0,1,0,public,open_access,4.2,business,20,2.73,3.68,0,full_time,14.9,14.9,11.7,0.784,33,1,0,33,1,5,3,8.3,5.9,3,4,2,3,5,3,4,4,5,5,4,3,4,3,4,4,3,4,4,5,3,4,4,3,4,5,3,3,4,3.0,4.2,4.0,3.5,4.0,3.75,3.75,2.2,2.19,3.79,1,0
482,18,0,woman,white,0,high,0,0,0,private_nonprofit,minimally_selective,7.8,business,18,1.6,3.24,0,full_time,17.0,17.0,10.2,0.6,23,1,3,26,0,2,4,4.4,6.6,3,2,2,4,3,3,2,2,3,2,3,1,2,3,2,2,2,2,3,3,3,4,5,3,1,3,4,2,4,2.75,2.6,2.0,2.25,2.75,3.25,3.25,1.46,1.45,2.83,1,0
483,18,0,woman,multiracial_or_other,0,low,0,1,1,public,highly_selective,4.4,business,77,4.0,4.06,0,part_time,9.1,9.1,7.7,0.847,35,1,0,35,0,4,3,7.6,5.3,5,5,4,5,3,2,1,3,1,3,2,1,4,3,4,3,2,4,3,4,4,4,3,4,3,5,5,3,4,4.75,2.0,2.5,3.0,3.75,3.5,4.25,2.34,2.77,2.96,1,0
484,18,0,man,multiracial_or_other,1,middle,1,1,0,public,open_access,4.7,stem,14,3.29,3.22,1,part_time,6.5,6.5,5.3,0.812,29,1,0,29,0,3,3,1.0,6.2,2,2,3,2,2,3,1,3,1,3,3,1,2,5,3,2,1,1,3,3,2,2,1,1,1,3,4,3,2,2.25,2.0,2.25,2.75,2.25,1.25,3.0,2.55,2.86,2.95,1,0
485,19,0,man,hispanic_latino,1,low,0,1,0,public,moderately_selective,5.1,arts_humanities,33,2.56,3.61,0,full_time,13.4,13.4,7.9,0.593,30,1,4,34,1,4,4,4.1,6.5,4,3,5,4,2,1,1,3,1,4,5,3,3,3,3,1,3,3,4,4,3,3,4,5,3,4,3,4,3,4.0,1.6,3.75,2.5,3.5,3.75,3.5,1.88,2.03,2.83,0,1
486,19,0,woman,hispanic_latino,0,middle,0,1,0,public,highly_selective,6.4,social_science,78,1.79,2.72,0,full_time,7.9,7.9,6.6,0.841,14,0,0,14,0,1,5,4.6,6.4,3,2,4,1,3,1,2,2,4,3,1,3,3,2,2,1,2,2,2,1,1,5,5,5,4,4,3,4,5,2.5,2.4,2.5,1.75,1.5,4.75,4.0,0.97,1.28,2.91,0,1
487,19,0,woman,asian,1,low,0,0,0,private_nonprofit,moderately_selective,7.4,business,35,2.26,2.6,0,full_time,12.0,12.0,9.2,0.766,21,1,0,21,0,3,3,8.6,5.6,5,4,4,4,2,3,2,5,3,3,3,2,1,3,3,4,4,1,2,1,2,3,4,3,1,3,3,5,3,4.25,3.0,2.25,3.5,1.5,2.75,3.5,2.1,1.97,2.46,0,1
488,18,0,woman,hispanic_latino,1,middle,1,0,0,public,minimally_selective,7.2,health,23,2.95,3.75,0,full_time,11.4,11.4,9.4,0.823,17,0,1,18,1,2,3,9.3,5.9,4,3,1,2,2,3,3,2,3,1,1,2,2,3,3,1,3,3,3,3,3,4,2,5,4,3,3,3,3,2.5,2.6,1.5,2.5,3.0,3.75,3.0,2.71,2.73,3.14,1,0
489,19,0,man,hispanic_latino,1,high,1,1,0,private_nonprofit,moderately_selective,8.5,stem,18,1.93,3.73,0,full_time,12.6,12.6,9.3,0.74,14,0,7,21,0,1,4,9.1,6.9,3,3,4,4,2,1,4,1,1,4,3,4,4,3,4,4,2,1,2,3,2,3,4,3,5,4,3,5,1,3.5,1.8,3.75,3.25,2.0,3.75,3.25,1.36,1.45,3.12,1,0
490,19,0,woman,white,0,high,0,0,0,public,open_access,5.9,social_science,12,3.12,3.8,0,full_time,14.0,14.0,13.6,0.968,11,0,0,11,0,2,5,14.2,6.6,3,4,4,3,5,3,4,3,4,4,3,3,4,5,5,3,4,2,2,3,1,4,3,3,2,2,3,1,2,3.5,3.8,3.5,4.25,2.0,3.0,2.0,3.47,3.28,3.71,1,0
491,19,0,woman,black,0,high,0,1,0,public,minimally_selective,5.7,social_science,36,2.75,3.68,0,full_time,11.1,11.1,8.6,0.779,27,1,7,34,0,3,1,15.5,6.4,4,3,3,3,4,5,3,3,4,3,3,3,3,4,3,3,5,4,4,4,3,1,2,2,3,1,5,2,3,3.25,3.8,3.0,3.75,3.75,2.0,2.75,2.79,2.94,3.37,1,0
492,20,1,nonbinary_or_other,asian,0,low,1,1,0,public,highly_selective,6.6,health,59,2.35,2.57,0,full_time,12.3,12.3,7.6,0.614,32,1,0,32,1,4,2,6.4,6.6,5,3,5,5,2,3,3,2,2,4,3,5,3,3,4,2,3,5,4,5,3,4,4,5,5,3,4,4,5,4.5,2.4,3.75,3.0,4.25,4.5,4.0,1.27,1.6,2.78,1,0
493,31,1,man,hispanic_latino,1,high,0,1,0,private_nonprofit,moderately_selective,7.3,social_science,24,3.03,3.55,0,full_time,15.1,15.1,14.8,0.978,25,1,0,25,0,4,3,17.0,5.2,4,3,4,4,5,3,4,3,5,3,3,2,1,4,3,3,3,4,3,2,3,3,4,5,4,3,3,1,4,3.75,4.0,2.25,3.25,3.0,4.0,2.75,3.08,2.97,3.63,1,0
494,18,0,man,hispanic_latino,0,low,1,0,0,private_for_profit,minimally_selective,9.9,other,48,2.73,3.86,0,full_time,15.1,15.1,10.7,0.707,16,0,8,24,0,1,3,1.0,5.7,3,5,3,3,1,2,1,1,1,1,1,2,1,3,3,2,1,3,2,2,1,2,2,3,4,4,1,4,3,3.5,1.2,1.25,2.25,2.0,2.75,3.0,1.76,1.95,2.85,1,0
495,18,0,woman,white,0,middle,1,1,1,public,minimally_selective,4.3,health,47,2.6,2.98,0,full_time,7.6,7.6,4.5,0.594,16,0,0,16,0,2,5,6.5,5.4,4,4,3,5,1,2,2,1,3,2,2,1,3,3,3,4,1,4,2,4,3,3,1,3,4,5,3,5,3,4.0,1.8,2.0,2.75,3.25,2.75,4.0,1.71,2.0,2.79,0,1
496,21,1,woman,multiracial_or_other,0,high,0,1,0,public,moderately_selective,6.1,stem,32,3.24,3.99,0,part_time,9.1,9.1,7.7,0.842,35,1,0,35,1,4,4,17.2,6.9,2,3,2,3,1,2,3,3,3,3,3,2,3,4,5,3,5,2,5,3,2,2,1,1,2,4,3,4,2,2.5,2.4,2.75,4.25,3.0,1.5,3.25,3.24,3.07,3.35,1,0
497,24,1,nonbinary_or_other,multiracial_or_other,0,middle,0,0,0,public,minimally_selective,7.4,health,21,2.38,3.14,0,part_time,10.0,10.0,5.0,0.503,36,1,0,36,0,5,4,1.0,5.8,3,1,3,4,1,1,1,2,1,2,2,4,3,3,4,3,4,4,5,3,5,1,2,3,3,3,4,3,4,2.75,1.2,2.75,3.5,4.25,2.25,3.5,1.52,1.74,2.48,0,1
498,24,1,woman,black,1,high,1,1,0,public,moderately_selective,7.4,other,26,2.94,3.68,1,full_time,11.8,11.8,10.4,0.881,26,1,0,26,0,5,3,12.7,6.2,5,5,4,4,3,4,3,5,4,4,4,4,5,5,5,4,4,4,4,5,5,4,5,5,3,3,3,3,5,4.5,3.8,4.25,4.5,4.5,4.25,3.5,3.14,3.0,3.74,1,0
499,19,0,woman,white,1,middle,1,1,0,public,minimally_selective,5.7,social_science,21,2.7,2.56,0,full_time,11.0,11.0,9.1,0.827,19,0,0,19,1,3,4,5.9,6.6,3,2,2,3,3,4,3,2,4,3,3,4,4,5,2,4,4,3,1,3,1,4,4,4,3,3,2,1,3,2.5,3.2,3.5,3.75,2.0,3.75,2.25,3.12,3.14,3.39,1,0
500,19,0,man,hispanic_latino,0,middle,0,1,0,private_nonprofit,minimally_selective,5.8,stem,29,2.63,2.8,1,full_time,13.5,13.5,8.4,0.623,30,1,4,34,0,5,2,8.4,5.9,4,3,5,4,3,3,1,2,2,1,1,2,2,2,4,3,5,3,4,5,4,4,3,4,3,3,4,3,4,4.0,2.2,1.5,3.5,4.0,3.5,3.5,2.06,2.46,2.63,1,0
501,18,0,nonbinary_or_other,black,1,low,1,1,0,public,minimally_selective,6.6,social_science,28,2.81,3.01,0,full_time,15.0,15.0,11.7,0.782,15,0,0,15,1,1,5,3.7,6.3,4,5,5,4,1,4,2,2,1,5,4,5,3,3,4,1,3,3,2,3,3,4,5,5,5,3,4,4,4,4.5,2.0,4.25,2.75,2.75,4.75,3.75,2.69,2.61,2.96,1,0
502,19,0,man,white,0,high,0,0,1,public,highly_selective,6.4,social_science,64,3.14,3.01,0,full_time,13.2,13.2,11.2,0.85,20,0,0,20,1,4,3,8.8,6.7,4,3,3,3,4,5,2,3,3,2,3,4,2,3,3,4,2,2,3,2,2,5,5,4,5,2,2,1,4,3.25,3.4,2.75,3.0,2.25,4.75,2.25,2.95,3.17,3.6,1,0
503,19,0,woman,white,0,middle,1,1,0,public,minimally_selective,4.3,other,13,2.61,2.48,0,full_time,15.0,15.0,12.1,0.81,14,0,6,20,1,2,5,11.1,7.5,5,5,4,4,5,4,5,4,4,5,5,4,5,2,4,3,2,3,3,2,3,2,3,3,5,5,3,4,5,4.5,4.4,4.75,2.75,2.75,3.25,4.25,1.87,1.81,3.56,0,1
504,19,0,man,white,0,middle,0,0,0,public,open_access,6.0,business,36,1.96,1.98,1,part_time,10.9,10.9,7.0,0.644,39,1,0,39,0,4,1,2.2,5.7,3,4,3,3,2,3,2,2,2,1,2,2,1,5,5,5,3,5,5,5,4,3,1,2,1,4,5,4,5,3.25,2.2,1.5,4.5,4.75,1.75,4.5,1.62,1.95,2.89,1,0
505,18,0,woman,multiracial_or_other,0,high,0,1,0,private_nonprofit,open_access,7.4,arts_humanities,31,2.31,2.93,1,full_time,13.4,13.4,10.6,0.793,20,0,0,20,0,3,1,1.0,6.4,4,3,4,4,3,2,2,3,3,3,5,3,4,1,1,2,2,4,3,4,3,3,1,1,1,4,2,4,3,3.75,2.6,3.75,1.5,3.5,1.5,3.25,1.96,2.1,3.1,1,0
506,18,0,man,white,0,middle,0,1,1,private_nonprofit,moderately_selective,8.6,social_science,36,2.62,3.2,1,full_time,17.3,17.3,13.0,0.752,18,0,0,18,1,2,2,10.6,6.7,2,4,3,3,3,4,4,3,1,4,4,2,3,2,4,2,4,2,3,4,2,1,1,1,1,4,5,3,3,3.0,3.0,3.25,3.0,2.75,1.0,3.75,2.03,2.27,3.09,1,0
507,35,1,woman,white,1,high,1,0,1,public,open_access,4.9,social_science,24,3.02,3.53,0,full_time,14.1,14.1,13.3,0.945,14,0,0,14,1,2,4,12.3,6.4,3,3,5,3,5,4,3,5,4,4,3,4,3,4,3,3,3,3,2,3,3,4,4,4,3,3,3,2,4,3.5,4.2,3.5,3.25,2.75,3.75,3.0,3.17,3.46,4.0,1,0
508,18,0,man,hispanic_latino,1,high,0,1,0,public,moderately_selective,5.5,health,15,2.84,3.3,0,full_time,13.9,13.9,12.0,0.862,29,1,5,34,1,4,4,2.1,6.3,1,2,2,1,3,4,2,5,2,3,5,3,4,3,3,3,2,4,4,4,3,5,4,5,5,2,2,2,2,1.5,3.2,3.75,2.75,3.75,4.75,2.0,3.58,3.26,4.34,1,0
509,19,0,man,hispanic_latino,1,middle,0,0,1,private_nonprofit,minimally_selective,8.1,health,29,3.08,3.7,0,full_time,14.5,14.5,14.5,1.0,20,0,4,24,1,2,5,11.8,6.5,2,3,4,1,4,5,5,5,3,3,2,2,2,5,3,3,4,3,2,3,3,5,4,4,4,3,1,1,2,2.5,4.4,2.25,3.75,2.75,4.25,1.75,3.95,3.56,4.03,1,0
510,19,0,woman,hispanic_latino,0,high,0,0,0,public,moderately_selective,6.2,business,15,2.83,3.26,0,full_time,13.4,13.4,9.3,0.693,34,1,0,34,0,3,1,1.0,5.3,2,2,3,3,3,3,2,2,1,2,3,4,2,3,2,3,3,3,3,3,4,3,3,1,2,3,4,4,3,2.5,2.2,2.75,2.75,3.25,2.25,3.5,2.26,2.52,3.1,1,0
511,19,0,man,white,1,middle,0,0,0,private_nonprofit,highly_selective,8.4,health,23,2.93,4.27,0,full_time,18.0,18.0,17.4,0.967,44,1,4,48,0,4,1,17.2,5.5,1,1,1,2,5,5,3,5,5,2,4,2,4,4,5,3,4,3,4,5,3,4,3,3,5,3,3,1,4,1.25,4.6,3.0,4.0,3.75,3.75,2.75,3.53,3.23,4.28,1,0
512,24,1,man,white,1,high,0,0,0,public,minimally_selective,6.2,business,33,2.55,4.09,1,full_time,9.0,9.0,8.5,0.941,19,0,0,19,1,1,5,10.0,6.6,1,3,2,1,4,4,4,3,3,3,4,3,5,3,2,3,4,1,3,1,1,4,4,5,4,3,2,3,3,1.75,3.6,3.75,3.0,1.5,4.25,2.75,2.71,2.23,3.76,1,0
513,19,0,man,hispanic_latino,1,low,1,1,0,public,moderately_selective,6.3,health,40,2.84,3.2,0,full_time,13.0,13.0,10.5,0.809,23,1,0,23,1,3,3,8.6,5.6,5,3,5,5,3,3,4,3,3,5,4,3,5,3,4,4,2,3,3,3,2,4,3,3,2,5,2,4,3,4.5,3.2,4.25,3.25,2.75,3.0,3.5,2.32,2.43,3.46,1,0
514,19,0,woman,white,1,low,1,0,0,public,moderately_selective,4.5,health,38,2.57,3.87,1,full_time,14.6,14.6,10.9,0.749,10,0,0,10,0,2,3,7.9,6.3,2,5,3,2,1,2,2,3,2,3,2,3,2,3,3,3,2,3,3,2,2,4,3,3,2,4,4,3,4,3.0,2.0,2.5,2.75,2.5,3.0,3.75,2.04,2.08,2.98,1,0
515,18,0,man,asian,0,high,0,0,0,private_nonprofit,moderately_selective,5.5,health,32,3.44,4.71,0,part_time,7.9,7.9,4.0,0.511,33,1,0,33,1,5,2,1.0,4.5,3,3,3,3,1,1,1,2,3,3,3,3,3,2,3,2,2,5,4,3,3,4,4,4,4,5,3,4,3,3.0,1.6,3.0,2.25,3.75,4.0,3.75,1.83,2.38,2.74,1,0
516,21,1,woman,white,1,low,1,1,1,public,open_access,5.3,social_science,85,2.66,3.47,0,part_time,10.0,10.0,6.3,0.634,24,1,0,24,0,3,1,4.6,5.4,3,5,4,5,2,2,1,2,2,4,5,4,4,3,2,2,2,4,5,5,3,2,3,5,2,3,4,3,4,4.25,1.8,4.25,2.25,4.25,3.0,3.5,2.12,2.32,2.8,1,0
517,37,1,man,asian,1,middle,0,0,0,private_nonprofit,open_access,6.6,arts_humanities,13,2.62,4.34,1,full_time,16.7,16.7,14.0,0.837,11,0,0,11,0,2,3,15.8,6.2,3,3,5,1,4,2,4,5,4,3,4,3,2,3,3,4,3,3,3,4,1,4,3,3,4,2,3,2,1,3.0,3.8,3.0,3.25,2.75,3.5,2.0,2.58,2.41,3.4,1,0
518,22,1,man,asian,0,middle,0,1,0,public,minimally_selective,6.0,business,54,3.97,4.84,0,part_time,9.0,9.0,7.8,0.871,21,1,6,27,0,4,1,10.8,7.0,3,3,2,3,3,3,3,4,2,2,4,2,3,3,3,5,3,2,3,4,3,2,4,3,4,3,4,2,4,2.75,3.0,2.75,3.5,3.0,3.25,3.25,3.45,3.43,3.66,1,0
519,25,1,man,hispanic_latino,0,low,1,1,1,public,open_access,5.9,health,25,1.54,2.11,0,part_time,13.1,13.1,8.6,0.659,35,1,0,35,0,4,3,4.8,4.3,3,4,5,1,3,4,3,1,2,1,1,3,2,2,2,1,2,5,5,4,4,3,5,5,3,5,4,4,5,3.25,2.6,1.75,1.75,4.5,4.0,4.5,0.61,0.87,2.44,0,1
520,18,0,woman,multiracial_or_other,1,high,0,1,1,public,minimally_selective,6.1,social_science,33,3.92,4.73,0,full_time,14.6,14.6,11.4,0.779,32,1,0,32,0,3,5,7.3,6.6,3,5,4,3,4,4,3,4,3,4,5,3,5,4,3,2,3,4,1,4,2,2,1,1,3,2,3,3,4,3.75,3.6,4.25,3.0,2.75,1.75,3.0,3.02,3.26,3.94,1,0
521,21,1,man,white,1,low,1,0,0,public,minimally_selective,5.6,business,38,3.16,4.44,0,full_time,13.9,13.9,10.6,0.765,28,1,5,33,1,4,2,1.0,6.1,3,3,3,2,2,2,3,3,4,2,2,1,1,2,2,1,3,5,3,5,4,3,3,4,4,5,5,3,4,2.75,2.8,1.5,2.0,4.25,3.5,4.25,2.23,2.73,2.91,0,1
522,36,1,man,white,1,low,1,1,1,private_nonprofit,open_access,3.8,business,56,2.66,4.17,1,part_time,9.6,9.6,8.0,0.837,30,1,0,30,0,4,5,13.3,6.3,3,3,3,3,5,5,4,5,4,1,1,1,1,4,5,4,4,3,3,3,3,4,4,5,3,3,4,2,3,3.0,4.6,1.0,4.25,3.0,4.0,3.0,2.34,2.72,2.8,1,0
523,18,0,woman,asian,0,high,0,0,0,public,open_access,5.5,health,69,3.0,3.89,0,full_time,13.5,13.5,10.5,0.78,25,1,0,25,0,4,2,10.5,7.5,2,1,2,2,5,2,4,3,3,4,4,3,3,3,2,5,2,3,4,3,4,4,4,4,5,1,3,1,1,1.75,3.4,3.5,3.0,3.5,4.25,1.5,3.04,2.69,3.75,1,0
524,24,1,woman,white,1,low,1,1,0,public,minimally_selective,4.2,social_science,26,2.7,3.46,1,part_time,13.4,13.4,10.5,0.784,17,0,0,17,1,2,4,6.0,5.8,4,4,5,3,5,3,3,3,5,3,3,1,2,1,3,2,2,3,3,3,2,4,4,3,5,3,5,4,3,4.0,3.8,2.25,2.0,2.75,4.0,3.75,2.12,2.17,3.31,1,0
525,20,1,man,white,0,middle,1,0,0,private_nonprofit,open_access,5.4,business,30,3.95,4.14,0,part_time,10.9,10.9,8.7,0.802,37,1,0,37,0,5,3,3.7,5.3,5,4,3,5,3,2,4,4,3,3,1,4,1,4,5,5,3,5,5,5,4,5,2,5,5,4,5,5,5,4.25,3.2,2.25,4.25,4.75,4.25,4.75,3.23,3.59,3.46,0,1
526,21,1,woman,hispanic_latino,0,high,1,1,0,private_nonprofit,moderately_selective,7.9,business,86,2.73,3.95,1,full_time,12.9,12.9,12.9,1.0,10,0,0,10,0,3,5,22.8,6.7,1,2,2,2,5,5,5,5,5,5,5,4,4,3,3,2,5,2,2,3,1,4,3,4,5,2,1,2,4,1.75,5.0,4.5,3.25,2.0,4.0,2.25,3.81,3.53,4.26,1,0
527,19,0,woman,hispanic_latino,1,low,1,1,1,public,open_access,5.2,stem,70,3.12,4.23,0,full_time,12.2,12.2,6.9,0.567,39,1,0,39,0,5,2,1.2,4.9,5,4,5,5,1,1,2,3,4,2,2,3,1,4,1,2,2,5,5,5,5,4,3,4,3,4,5,5,4,4.75,2.2,2.0,2.25,5.0,3.5,4.5,1.19,1.91,2.67,0,1
528,18,0,woman,white,0,middle,0,0,0,public,moderately_selective,8.2,business,47,2.9,2.73,1,full_time,18.0,18.0,16.2,0.899,18,0,0,18,1,2,3,17.6,6.4,1,2,1,3,4,5,4,3,2,4,4,2,2,4,4,3,5,1,1,4,3,3,5,5,5,1,1,1,1,1.75,3.6,3.0,4.0,2.25,4.5,1.0,3.48,3.17,3.84,1,0
529,21,1,man,black,1,low,1,0,0,public,open_access,5.2,other,27,3.31,4.15,1,full_time,15.3,15.3,12.0,0.783,29,1,0,29,0,4,3,1.7,6.1,4,3,3,1,4,3,3,3,3,5,5,5,5,1,2,2,1,3,4,4,4,3,1,4,3,2,4,1,3,2.75,3.2,5.0,1.5,3.75,2.75,2.5,2.9,3.02,3.55,1,0
530,18,0,man,black,1,low,1,0,1,public,minimally_selective,5.3,arts_humanities,67,2.39,3.56,1,full_time,13.9,13.9,10.3,0.741,21,1,2,23,1,1,2,4.1,7.1,3,5,4,3,4,5,3,4,3,2,2,2,3,4,4,2,3,1,4,2,4,2,5,4,3,4,3,2,3,3.75,3.8,2.25,3.25,2.75,3.5,3.0,1.56,1.7,3.09,1,0
531,19,0,woman,hispanic_latino,0,middle,1,1,1,public,moderately_selective,7.6,business,11,2.09,3.51,0,full_time,14.6,14.6,14.6,1.0,17,0,0,17,0,3,3,12.4,6.7,5,4,4,3,3,4,4,3,3,5,4,5,4,5,4,3,4,3,3,4,2,3,4,3,3,4,4,5,5,4.0,3.4,4.5,4.0,3.0,3.25,4.5,2.89,2.28,3.46,1,0
532,24,1,woman,black,0,middle,0,1,0,private_nonprofit,open_access,7.5,health,57,2.76,2.87,0,full_time,12.9,12.9,8.6,0.667,35,1,0,35,0,4,3,5.8,5.1,2,4,4,3,2,2,3,4,3,4,2,4,2,4,3,3,4,5,3,5,4,4,5,5,4,4,4,4,5,3.25,2.8,3.0,3.5,4.25,4.5,4.25,1.75,1.94,2.93,1,0
533,22,1,woman,black,1,middle,0,1,0,private_nonprofit,minimally_selective,7.3,other,27,2.31,3.25,0,full_time,12.3,12.3,6.9,0.564,27,1,0,27,0,4,4,6.2,5.9,5,5,5,5,2,1,1,1,1,4,3,4,3,5,3,4,4,4,4,4,3,1,2,1,3,4,2,4,3,5.0,1.2,3.5,4.0,3.75,1.75,3.25,1.12,1.21,2.57,1,0
534,23,1,man,multiracial_or_other,0,high,0,1,0,public,highly_selective,5.1,business,57,3.08,4.11,0,part_time,11.4,11.4,8.2,0.723,31,1,7,38,1,4,3,1.0,5.9,4,5,2,3,3,3,2,1,2,4,3,5,5,1,1,1,1,5,5,3,5,5,3,4,5,2,3,3,3,3.5,2.2,4.25,1.0,4.5,4.25,2.75,2.39,3.03,3.35,1,0
535,18,0,man,black,1,low,0,1,0,private_nonprofit,minimally_selective,7.2,business,18,3.1,4.23,0,part_time,12.2,12.2,9.6,0.79,28,1,6,34,0,4,3,7.6,5.9,2,5,4,3,2,4,1,3,2,4,3,5,5,3,3,3,3,4,4,5,3,1,3,4,5,3,4,4,3,3.5,2.4,4.25,3.0,4.0,3.25,3.5,2.83,3.33,3.48,0,1
536,18,0,woman,hispanic_latino,1,high,0,0,0,public,minimally_selective,4.7,stem,53,3.18,3.32,1,full_time,13.8,13.8,12.6,0.915,16,0,4,20,1,3,2,18.6,7.4,3,4,2,3,5,5,4,3,3,5,5,5,5,3,1,2,2,3,2,3,3,4,5,4,4,4,2,3,3,3.0,4.0,5.0,2.0,2.75,4.25,3.0,3.69,3.65,4.37,0,1
537,19,0,man,black,0,middle,0,0,0,public,minimally_selective,5.9,social_science,34,2.67,3.6,1,full_time,12.9,12.9,11.2,0.866,20,0,0,20,0,2,2,7.1,6.2,3,4,2,3,4,5,4,3,4,5,4,4,4,5,4,5,5,3,3,4,3,4,4,2,4,4,5,4,3,3.0,4.0,4.25,4.75,3.25,3.5,4.0,2.6,2.46,3.65,1,0
538,18,0,man,black,0,middle,1,1,0,private_nonprofit,open_access,6.6,health,29,3.53,4.51,0,full_time,8.9,8.9,6.1,0.686,38,1,6,44,1,5,2,10.2,4.9,5,4,5,5,3,1,3,2,3,1,1,2,2,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,4.75,2.4,1.5,4.75,4.5,5.0,4.75,2.6,2.78,3.04,1,0
539,18,0,man,multiracial_or_other,1,low,1,0,1,private_nonprofit,moderately_selective,9.4,health,26,2.81,3.45,1,part_time,12.0,12.0,8.9,0.738,22,1,0,22,1,2,4,3.4,6.2,5,4,5,5,2,2,4,3,3,5,4,3,3,1,2,1,1,5,2,4,3,5,4,4,4,5,5,4,5,4.75,2.8,3.75,1.25,3.5,4.25,4.75,2.17,2.83,2.93,1,0
540,19,0,woman,white,1,low,1,1,0,public,minimally_selective,8.7,stem,34,3.46,3.7,1,full_time,11.6,11.6,7.6,0.653,43,1,0,43,0,5,2,1.0,5.5,5,4,5,5,2,1,2,2,3,3,1,5,3,4,4,2,3,5,5,5,5,1,1,1,1,4,5,5,4,4.75,2.0,3.0,3.25,5.0,1.0,4.5,2.17,2.5,2.86,0,1
541,24,1,man,white,1,low,1,0,0,public,open_access,4.3,business,33,2.9,3.54,0,full_time,16.7,16.7,16.2,0.969,26,1,0,26,0,3,4,6.7,7.2,1,1,2,2,5,4,5,5,3,4,5,5,4,3,1,1,1,3,3,3,2,4,3,2,3,4,4,2,4,1.5,4.4,4.5,1.5,2.75,3.0,3.5,3.41,3.21,3.72,1,0
